,resultId,SVM_Outcome,SVM_Bin
272,23654,55,4
1097,24483,56,4
675,24058,57,4
1095,24481,58,4
1086,24472,59,4
268,23650,60,4
680,24063,1,1
1103,24489,2,1
281,23663,3,1
287,23669,4,2
293,23675,5,2
298,23680,6,2
294,23676,7,3
1100,24486,8,3
682,24065,9,3
1101,24487,10,3
285,23667,11,4
296,23678,12,4
681,24064,13,4
295,23677,14,4
297,23679,15,4
286,23668,16,4
289,23671,17,4
1102,24488,18,4
282,23664,19,4
280,23662,20,4
685,24068,21,4
1105,24491,22,4
1111,24497,23,4
695,24078,24,4
1106,24492,25,4
1108,24494,26,4
684,24067,27,4
689,24072,28,4
699,24082,29,4
687,24070,30,4
283,23665,31,4
1107,24493,32,4
692,24075,33,4
691,24074,34,4
683,24066,35,4
696,24079,36,4
698,24081,37,4
1114,24500,38,4
693,24076,39,4
1119,24505,40,4
688,24071,41,4
284,23666,42,4
690,24073,43,4
288,23670,44,4
1113,24499,45,4
1104,24490,46,4
290,23672,47,4
299,23681,48,4
1109,24495,49,4
686,24069,50,4
694,24077,51,4
292,23674,52,4
1115,24501,53,4
291,23673,54,4
1116,24502,55,4
1117,24503,56,4
1118,24504,57,4
1112,24498,58,4
697,24080,59,4
1110,24496,60,4
700,24083,1,1
1120,24506,2,1
701,24084,3,1
300,23682,4,2
318,23700,5,2
702,24085,6,2
1124,24510,7,3
309,23691,8,3
304,23686,9,3
302,23684,10,3
310,23692,11,4
1122,24508,12,4
1121,24507,13,4
301,23683,14,4
315,23697,15,4
305,23687,16,4
311,23693,17,4
313,23695,18,4
312,23694,19,4
319,23701,20,4
316,23698,21,4
306,23688,22,4
314,23696,23,4
317,23699,24,4
703,24086,25,4
707,24090,26,4
303,23685,27,4
1137,24523,28,4
1125,24511,29,4
307,23689,30,4
708,24091,31,4
1139,24525,32,4
1129,24515,33,4
308,23690,34,4
1127,24513,35,4
706,24089,36,4
709,24092,37,4
1126,24512,38,4
1123,24509,39,4
1138,24524,40,4
1128,24514,41,4
712,24095,42,4
710,24093,43,4
1130,24516,44,4
716,24099,45,4
1134,24520,46,4
1136,24522,47,4
1133,24519,48,4
1131,24517,49,4
711,24094,50,4
717,24100,51,4
714,24097,52,4
715,24098,53,4
719,24102,54,4
718,24101,55,4
704,24087,56,4
705,24088,57,4
1135,24521,58,4
1132,24518,59,4
713,24096,60,4
320,23702,1,1
720,24103,2,1
727,24110,3,1
321,23703,4,2
1156,24542,5,2
1142,24528,6,2
1141,24527,7,3
721,24104,8,3
724,24107,9,3
722,24105,10,3
732,24115,11,4
1140,24526,12,4
730,24113,13,4
324,23706,14,4
1145,24531,15,4
1157,24543,16,4
1155,24541,17,4
1144,24530,18,4
1143,24529,19,4
1150,24536,20,4
1158,24544,21,4
726,24109,22,4
1159,24545,23,4
1146,24532,24,4
1149,24535,25,4
729,24112,26,4
728,24111,27,4
736,24119,28,4
737,24120,29,4
734,24117,30,4
735,24118,31,4
738,24121,32,4
723,24106,33,4
725,24108,34,4
731,24114,35,4
1153,24539,36,4
337,23719,37,4
1151,24537,38,4
733,24116,39,4
1152,24538,40,4
322,23704,41,4
1148,24534,42,4
325,23707,43,4
739,24122,44,4
326,23708,45,4
1147,24533,46,4
1154,24540,47,4
327,23709,48,4
329,23711,49,4
336,23718,50,4
330,23712,51,4
334,23716,52,4
331,23713,53,4
338,23720,54,4
332,23714,55,4
323,23705,56,4
339,23721,57,4
328,23710,58,4
335,23717,59,4
333,23715,60,4
742,24125,1,1
1161,24547,2,1
343,23725,3,1
740,24123,4,2
348,23730,5,2
1160,24546,6,2
340,23722,7,3
1163,24549,8,3
1165,24551,9,3
1164,24550,10,3
342,23724,11,4
1172,24558,12,4
341,23723,13,4
1179,24565,14,4
344,23726,15,4
1170,24556,16,4
744,24127,17,4
1168,24554,18,4
358,23740,19,4
755,24138,20,4
355,23737,21,4
1169,24555,22,4
1167,24553,23,4
1162,24548,24,4
346,23728,25,4
1175,24561,26,4
743,24126,27,4
345,23727,28,4
350,23732,29,4
758,24141,30,4
1173,24559,31,4
356,23738,32,4
353,23735,33,4
351,23733,34,4
357,23739,35,4
745,24128,36,4
352,23734,37,4
359,23741,38,4
1177,24563,39,4
1166,24552,40,4
349,23731,41,4
1178,24564,42,4
754,24137,43,4
1171,24557,44,4
1174,24560,45,4
747,24130,46,4
746,24129,47,4
347,23729,48,4
756,24139,49,4
752,24135,50,4
753,24136,51,4
750,24133,52,4
748,24131,53,4
751,24134,54,4
741,24124,55,4
749,24132,56,4
1176,24562,57,4
759,24142,58,4
354,23736,59,4
757,24140,60,4
1189,24575,1,1
763,24146,2,1
1199,24585,3,1
1180,24566,4,2
361,23743,5,2
360,23742,6,2
362,23744,7,3
776,24159,8,3
364,23746,9,3
760,24143,10,3
368,23750,11,4
369,23751,12,4
761,24144,13,4
370,23752,14,4
378,23760,15,4
367,23749,16,4
377,23759,17,4
375,23757,18,4
376,23758,19,4
371,23753,20,4
365,23747,21,4
373,23755,22,4
372,23754,23,4
1182,24568,24,4
366,23748,25,4
765,24148,26,4
762,24145,27,4
778,24161,28,4
1183,24569,29,4
764,24147,30,4
766,24149,31,4
770,24153,32,4
768,24151,33,4
767,24150,34,4
772,24155,35,4
773,24156,36,4
769,24152,37,4
771,24154,38,4
777,24160,39,4
1181,24567,40,4
1184,24570,41,4
374,23756,42,4
379,23761,43,4
1187,24573,44,4
779,24162,45,4
1186,24572,46,4
1185,24571,47,4
1195,24581,48,4
1188,24574,49,4
774,24157,50,4
1191,24577,51,4
1196,24582,52,4
363,23745,53,4
1197,24583,54,4
1193,24579,55,4
1192,24578,56,4
775,24158,57,4
1198,24584,58,4
1194,24580,59,4
1190,24576,60,4
780,24163,1,1
381,23763,2,1
1206,24592,3,1
785,24168,4,2
1216,24602,5,2
1212,24598,6,2
382,23764,7,3
782,24165,8,3
380,23762,9,3
784,24167,10,3
383,23765,11,4
781,24164,12,4
799,24182,13,4
792,24175,14,4
1202,24588,15,4
1200,24586,16,4
786,24169,17,4
1211,24597,18,4
1209,24595,19,4
793,24176,20,4
1215,24601,21,4
1217,24603,22,4
795,24178,23,4
1214,24600,24,4
1207,24593,25,4
1205,24591,26,4
787,24170,27,4
797,24180,28,4
798,24181,29,4
791,24174,30,4
1213,24599,31,4
1201,24587,32,4
783,24166,33,4
790,24173,34,4
399,23781,35,4
1219,24605,36,4
389,23771,37,4
388,23770,38,4
789,24172,39,4
391,23773,40,4
385,23767,41,4
397,23779,42,4
384,23766,43,4
394,23776,44,4
395,23777,45,4
398,23780,46,4
794,24177,47,4
386,23768,48,4
387,23769,49,4
1203,24589,50,4
393,23775,51,4
396,23778,52,4
1204,24590,53,4
1210,24596,54,4
796,24179,55,4
788,24171,56,4
1208,24594,57,4
1218,24604,58,4
392,23774,59,4
390,23772,60,4
800,24183,1,1
1220,24606,2,1
801,24184,3,1
804,24187,4,2
808,24191,5,2
1224,24610,6,2
818,24201,7,3
803,24186,8,3
1221,24607,9,3
802,24185,10,3
1222,24608,11,4
1225,24611,12,4
1227,24613,13,4
1236,24622,14,4
1229,24615,15,4
1230,24616,16,4
1231,24617,17,4
1237,24623,18,4
1228,24614,19,4
819,24202,20,4
806,24189,21,4
816,24199,22,4
805,24188,23,4
813,24196,24,4
812,24195,25,4
814,24197,26,4
1238,24624,27,4
811,24194,28,4
815,24198,29,4
807,24190,30,4
817,24200,31,4
1235,24621,32,4
810,24193,33,4
1226,24612,34,4
1239,24625,35,4
1232,24618,36,4
1233,24619,37,4
809,24192,38,4
1223,24609,39,4
1234,24620,40,4
