,index,driverId,position,driverRef,nationality,country,homeWin
2291,18895,475,1.0,moss,British,Monaco,No
2292,18896,581,2.0,collins,British,Monaco,No
2293,18897,554,3.0,behra,French,Monaco,No
2294,18913,559,1.0,flaherty,American,USA,Yes
2295,18914,611,2.0,hanks,American,USA,Yes
2296,18915,528,3.0,freeland,American,USA,Yes
2297,18946,581,1.0,collins,British,Belgium,No
2298,18947,632,2.0,frere,Belgian,Belgium,Yes
2299,18948,607,3.0,perdisa,Italian,Belgium,No
2300,18961,581,1.0,collins,British,France,No
2301,18962,608,2.0,castellotti,Italian,France,No
2302,18963,554,3.0,behra,French,France,Yes
2303,18981,579,1.0,fangio,Argentine,UK,No
2304,18982,606,2.0,portago,Spanish,UK,No
2305,18983,554,3.0,behra,French,UK,No
2306,19009,579,1.0,fangio,Argentine,Germany,No
2307,19010,475,2.0,moss,British,Germany,No
2308,19011,554,3.0,behra,French,Germany,No
2309,19031,475,1.0,moss,British,Italy,No
2310,19032,581,2.0,collins,British,Italy,No
2311,19033,541,3.0,flockhart,British,Italy,No
2312,19056,579,1.0,fangio,Argentine,Argentina,Yes
2313,19057,498,2.0,gonzalez,Argentine,Argentina,Yes
2314,19058,642,3.0,farina,Italian,Argentina,No
2315,19077,427,1.0,trintignant,French,Monaco,No
2316,19078,608,2.0,castellotti,Italian,Monaco,No
2317,19079,554,3.0,behra,French,Monaco,No
2318,19100,628,1.0,sweikert,American,USA,Yes
2319,19101,529,2.0,bettenhausen,American,USA,Yes
2320,19102,653,3.0,davies,American,USA,Yes
2321,19133,579,1.0,fangio,Argentine,Belgium,No
2322,19134,475,2.0,moss,British,Belgium,No
2323,19135,642,3.0,farina,Italian,Belgium,No
2324,19149,579,1.0,fangio,Argentine,Netherlands,No
2325,19150,475,2.0,moss,British,Netherlands,No
2326,19151,577,3.0,musso,Italian,Netherlands,No
2327,19165,475,1.0,moss,British,UK,Yes
2328,19166,579,2.0,fangio,Argentine,UK,No
2329,19167,648,3.0,kling,German,UK,No
2330,19190,579,1.0,fangio,Argentine,Italy,No
2331,19191,641,2.0,taruffi,Italian,Italy,Yes
2332,19192,608,3.0,castellotti,Italian,Italy,Yes
2333,19213,579,1.0,fangio,Argentine,Argentina,Yes
2334,19214,642,2.0,farina,Italian,Argentina,No
2335,19215,498,3.0,gonzalez,Argentine,Argentina,Yes
2336,19231,657,1.0,vukovich,American,USA,Yes
2337,19232,525,2.0,bryan,American,USA,Yes
2338,19233,658,3.0,mcgrath,American,USA,Yes
2339,19264,579,1.0,fangio,Argentine,Belgium,No
2340,19265,427,2.0,trintignant,French,Belgium,No
2341,19266,475,3.0,moss,British,Belgium,No
2342,19278,579,1.0,fangio,Argentine,France,No
2343,19279,648,2.0,kling,German,France,No
2344,19280,626,3.0,manzon,French,France,Yes
2345,19300,498,1.0,gonzalez,Argentine,UK,No
2346,19301,578,2.0,hawthorn,British,UK,Yes
2347,19302,670,3.0,marimon,Argentine,UK,No
2348,19332,579,1.0,fangio,Argentine,Germany,No
2349,19333,498,2.0,gonzalez,Argentine,Germany,No
2350,19334,427,3.0,trintignant,French,Germany,No
2351,19355,579,1.0,fangio,Argentine,Switzerland,No
2352,19356,498,2.0,gonzalez,Argentine,Switzerland,No
2353,19357,478,3.0,herrmann,German,Switzerland,No
2354,19372,579,1.0,fangio,Argentine,Italy,No
2355,19373,578,2.0,hawthorn,British,Italy,No
2356,19374,620,3.0,maglioli,Italian,Italy,Yes
2357,19393,578,1.0,hawthorn,British,Spain,No
2358,19394,577,2.0,musso,Italian,Spain,No
2359,19395,579,3.0,fangio,Argentine,Spain,No
2360,19415,647,1.0,ascari,Italian,Argentina,No
2361,19416,633,2.0,villoresi,Italian,Argentina,No
2362,19417,498,3.0,gonzalez,Argentine,Argentina,Yes
2363,19431,657,1.0,vukovich,American,USA,Yes
2364,19432,656,2.0,cross,American,USA,Yes
2365,19433,611,3.0,hanks,American,USA,Yes
2366,19464,647,1.0,ascari,Italian,Netherlands,No
2367,19465,642,2.0,farina,Italian,Netherlands,No
2368,19466,697,3.0,bonetto,Italian,Netherlands,No
2369,19483,647,1.0,ascari,Italian,Belgium,No
2370,19484,633,2.0,villoresi,Italian,Belgium,No
2371,19485,670,3.0,marimon,Argentine,Belgium,No
2372,19503,578,1.0,hawthorn,British,France,No
2373,19504,579,2.0,fangio,Argentine,France,No
2374,19505,498,3.0,gonzalez,Argentine,France,No
2375,19528,647,1.0,ascari,Italian,UK,No
2376,19529,579,2.0,fangio,Argentine,UK,No
2377,19530,642,3.0,farina,Italian,UK,No
2378,19555,642,1.0,farina,Italian,Germany,No
2379,19556,579,2.0,fangio,Argentine,Germany,No
2380,19557,578,3.0,hawthorn,British,Germany,No
2381,19589,647,1.0,ascari,Italian,Switzerland,No
2382,19590,642,2.0,farina,Italian,Switzerland,No
2383,19591,578,3.0,hawthorn,British,Switzerland,No
2384,19609,579,1.0,fangio,Argentine,Italy,No
2385,19610,642,2.0,farina,Italian,Italy,Yes
2386,19611,633,3.0,villoresi,Italian,Italy,Yes
2387,19639,641,1.0,taruffi,Italian,Switzerland,No
2388,19640,723,2.0,fischer,Swiss,Switzerland,Yes
2389,19641,554,3.0,behra,French,Switzerland,No
2390,19660,526,1.0,ruttman,American,USA,Yes
2391,19661,509,2.0,rathmann,American,USA,Yes
2392,19662,611,3.0,hanks,American,USA,Yes
2393,19693,647,1.0,ascari,Italian,Belgium,No
2394,19694,642,2.0,farina,Italian,Belgium,No
2395,19695,626,3.0,manzon,French,Belgium,No
2396,19715,647,1.0,ascari,Italian,France,No
2397,19716,642,2.0,farina,Italian,France,No
2398,19717,641,3.0,taruffi,Italian,France,No
2399,19735,647,1.0,ascari,Italian,UK,No
2400,19736,641,2.0,taruffi,Italian,UK,No
2401,19737,578,3.0,hawthorn,British,UK,Yes
2402,19767,647,1.0,ascari,Italian,Germany,No
2403,19768,642,2.0,farina,Italian,Germany,No
2404,19769,723,3.0,fischer,Swiss,Germany,No
2405,19797,647,1.0,ascari,Italian,Netherlands,No
2406,19798,642,2.0,farina,Italian,Netherlands,No
2407,19799,633,3.0,villoresi,Italian,Netherlands,No
2408,19815,647,1.0,ascari,Italian,Italy,Yes
2409,19816,498,2.0,gonzalez,Argentine,Italy,No
2410,19817,633,3.0,villoresi,Italian,Italy,Yes
2411,19850,579,1.0,fangio,Argentine,Switzerland,No
2412,19851,641,2.0,taruffi,Italian,Switzerland,No
2413,19852,642,3.0,farina,Italian,Switzerland,No
2414,19871,766,1.0,wallard,American,USA,Yes
2415,19872,673,2.0,nazaruk,American,USA,Yes
2416,19873,658,3.0,mcgrath,American,USA,Yes
2417,19904,642,1.0,farina,Italian,Belgium,No
2418,19905,647,2.0,ascari,Italian,Belgium,No
2419,19906,633,3.0,villoresi,Italian,Belgium,No
2420,19917,786,1.0,fagioli,Italian,France,No
2421,19918,647,2.0,ascari,Italian,France,No
2422,19919,633,3.0,villoresi,Italian,France,No
2423,19940,498,1.0,gonzalez,Argentine,UK,No
2424,19941,579,2.0,fangio,Argentine,UK,No
2425,19942,633,3.0,villoresi,Italian,UK,No
2426,19960,647,1.0,ascari,Italian,Germany,No
2427,19961,579,2.0,fangio,Argentine,Germany,No
2428,19962,498,3.0,gonzalez,Argentine,Germany,No
2429,19982,647,1.0,ascari,Italian,Italy,Yes
2430,19983,498,2.0,gonzalez,Argentine,Italy,No
2431,19984,697,3.0,bonetto,Italian,Italy,Yes
2432,20004,579,1.0,fangio,Argentine,Spain,No
2433,20005,498,2.0,gonzalez,Argentine,Spain,No
2434,20006,642,3.0,farina,Italian,Spain,No
2435,20024,642,1.0,farina,Italian,UK,No
2436,20025,786,2.0,fagioli,Italian,UK,No
2437,20026,686,3.0,reg_parnell,British,UK,Yes
2438,20045,579,1.0,fangio,Argentine,Monaco,No
2439,20046,647,2.0,ascari,Italian,Monaco,No
2440,20047,589,3.0,chiron,Monegasque,Monaco,Yes
2441,20066,593,1.0,parsons,American,USA,Yes
2442,20067,701,2.0,holland,American,USA,Yes
2443,20068,768,3.0,rose,American,USA,Yes
2444,20099,642,1.0,farina,Italian,Switzerland,No
2445,20100,786,2.0,fagioli,Italian,Switzerland,No
2446,20101,627,3.0,rosier,French,Switzerland,No
2447,20117,579,1.0,fangio,Argentine,Belgium,No
2448,20118,786,2.0,fagioli,Italian,Belgium,No
2449,20119,627,3.0,rosier,French,Belgium,No
2450,20131,579,1.0,fangio,Argentine,France,No
2451,20132,786,2.0,fagioli,Italian,France,No
2452,20133,687,3.0,whitehead,British,France,No
2453,20149,642,1.0,farina,Italian,Italy,Yes
2454,20150,802,2.0,serafini,Italian,Italy,Yes
2455,20151,786,3.0,fagioli,Italian,Italy,Yes
2456,20182,647,2.0,ascari,Italian,Italy,Yes
2457,20184,675,3.0,ayulo,American,USA,Yes
2458,20185,579,1.0,fangio,Argentine,France,No
2459,20186,498,2.0,gonzalez,Argentine,France,No
2460,20188,642,3.0,farina,Italian,Italy,Yes
2461,20194,518,3.0,darter,American,USA,Yes
2462,20208,498,3.0,gonzalez,Argentine,Netherlands,No
2463,20240,578,2.0,hawthorn,British,Germany,No
2464,20241,498,3.0,gonzalez,Argentine,Italy,No
2465,20243,642,2.0,farina,Italian,Argentina,No
2466,20244,427,2.0,trintignant,French,Argentina,No
2467,20245,427,3.0,trintignant,French,Argentina,No
2468,20246,620,3.0,maglioli,Italian,Argentina,No
2469,20257,607,3.0,perdisa,Italian,Monaco,No
2470,20260,555,2.0,paul_russo,American,USA,Yes
2471,20266,579,1.0,fangio,Argentine,Argentina,Yes
2472,20269,579,2.0,fangio,Argentine,Monaco,No
2473,20273,475,3.0,moss,British,Belgium,No
2474,20276,581,2.0,collins,British,UK,Yes
2475,20278,579,2.0,fangio,Argentine,Italy,No
2476,20288,475,1.0,moss,British,UK,Yes
2477,20295,475,3.0,moss,British,Argentina,No
2478,20297,373,1.0,clark,British,South Africa,No
2479,20298,364,2.0,gurney,American,South Africa,No
2480,20299,289,3.0,hill,British,South Africa,No
2481,20320,4,1.0,alonso,Spanish,Bahrain,No
2482,20321,13,2.0,massa,Brazilian,Bahrain,No
2483,20322,1,3.0,hamilton,British,Bahrain,No
2484,20344,18,1.0,button,British,Australia,No
2485,20345,9,2.0,kubica,Polish,Australia,No
2486,20346,13,3.0,massa,Brazilian,Australia,No
2487,20368,20,1.0,vettel,German,Malaysia,No
2488,20369,17,2.0,webber,Australian,Malaysia,No
2489,20370,3,3.0,rosberg,German,Malaysia,No
2490,20392,18,1.0,button,British,China,No
2491,20393,1,2.0,hamilton,British,China,No
2492,20394,3,3.0,rosberg,German,China,No
2493,20416,17,1.0,webber,Australian,Spain,No
2494,20417,4,2.0,alonso,Spanish,Spain,Yes
2495,20418,20,3.0,vettel,German,Spain,No
2496,20440,17,1.0,webber,Australian,Monaco,No
2497,20441,20,2.0,vettel,German,Monaco,No
2498,20442,9,3.0,kubica,Polish,Monaco,No
2499,20464,1,1.0,hamilton,British,Turkey,No
2500,20465,18,2.0,button,British,Turkey,No
2501,20466,17,3.0,webber,Australian,Turkey,No
2502,20488,1,1.0,hamilton,British,Canada,No
2503,20489,18,2.0,button,British,Canada,No
2504,20490,4,3.0,alonso,Spanish,Canada,No
2505,20512,20,1.0,vettel,German,Spain,No
2506,20513,1,2.0,hamilton,British,Spain,No
2507,20514,18,3.0,button,British,Spain,No
2508,20536,17,1.0,webber,Australian,UK,No
2509,20537,1,2.0,hamilton,British,UK,Yes
2510,20538,3,3.0,rosberg,German,UK,No
2511,20560,4,1.0,alonso,Spanish,Germany,No
2512,20561,13,2.0,massa,Brazilian,Germany,No
2513,20562,20,3.0,vettel,German,Germany,Yes
2514,20584,17,1.0,webber,Australian,Hungary,No
2515,20585,4,2.0,alonso,Spanish,Hungary,No
2516,20586,20,3.0,vettel,German,Hungary,No
2517,20608,1,1.0,hamilton,British,Belgium,No
2518,20609,17,2.0,webber,Australian,Belgium,No
2519,20610,9,3.0,kubica,Polish,Belgium,No
2520,20632,4,1.0,alonso,Spanish,Italy,No
2521,20633,18,2.0,button,British,Italy,No
2522,20634,13,3.0,massa,Brazilian,Italy,No
2523,20656,4,1.0,alonso,Spanish,Singapore,No
2524,20657,20,2.0,vettel,German,Singapore,No
2525,20658,17,3.0,webber,Australian,Singapore,No
2526,20680,20,1.0,vettel,German,Japan,No
2527,20681,17,2.0,webber,Australian,Japan,No
2528,20682,4,3.0,alonso,Spanish,Japan,No
2529,20704,4,1.0,alonso,Spanish,Korea,No
2530,20705,1,2.0,hamilton,British,Korea,No
2531,20706,13,3.0,massa,Brazilian,Korea,No
2532,20728,20,1.0,vettel,German,Brazil,No
2533,20729,17,2.0,webber,Australian,Brazil,No
2534,20730,4,3.0,alonso,Spanish,Brazil,No
2535,20752,20,1.0,vettel,German,UAE,No
2536,20753,1,2.0,hamilton,British,UAE,No
2537,20754,18,3.0,button,British,UAE,No
2538,20776,20,1.0,vettel,German,Australia,No
2539,20777,1,2.0,hamilton,British,Australia,No
2540,20778,808,3.0,petrov,Russian,Australia,No
2541,20798,20,1.0,vettel,German,Malaysia,No
2542,20799,18,2.0,button,British,Malaysia,No
2543,20800,2,3.0,heidfeld,German,Malaysia,No
2544,20822,1,1.0,hamilton,British,China,No
2545,20823,20,2.0,vettel,German,China,No
2546,20824,17,3.0,webber,Australian,China,No
2547,20846,20,1.0,vettel,German,Turkey,No
2548,20847,17,2.0,webber,Australian,Turkey,No
2549,20848,4,3.0,alonso,Spanish,Turkey,No
2550,20870,20,1.0,vettel,German,Spain,No
2551,20871,1,2.0,hamilton,British,Spain,No
2552,20872,18,3.0,button,British,Spain,No
2553,20894,20,1.0,vettel,German,Monaco,No
2554,20895,4,2.0,alonso,Spanish,Monaco,No
2555,20896,18,3.0,button,British,Monaco,No
2556,20917,18,1.0,button,British,Canada,No
2557,20918,20,2.0,vettel,German,Canada,No
2558,20919,17,3.0,webber,Australian,Canada,No
2559,20941,20,1.0,vettel,German,Spain,No
2560,20942,4,2.0,alonso,Spanish,Spain,Yes
2561,20943,17,3.0,webber,Australian,Spain,No
2562,20965,4,1.0,alonso,Spanish,UK,No
2563,20966,20,2.0,vettel,German,UK,No
2564,20967,17,3.0,webber,Australian,UK,No
2565,20989,1,1.0,hamilton,British,Germany,No
2566,20990,4,2.0,alonso,Spanish,Germany,No
2567,20991,17,3.0,webber,Australian,Germany,No
2568,21013,18,1.0,button,British,Hungary,No
2569,21014,20,2.0,vettel,German,Hungary,No
2570,21015,4,3.0,alonso,Spanish,Hungary,No
2571,21037,20,1.0,vettel,German,Belgium,No
2572,21038,17,2.0,webber,Australian,Belgium,No
2573,21039,18,3.0,button,British,Belgium,No
2574,21061,20,1.0,vettel,German,Italy,No
2575,21062,18,2.0,button,British,Italy,No
2576,21063,4,3.0,alonso,Spanish,Italy,No
2577,21085,20,1.0,vettel,German,Singapore,No
2578,21086,18,2.0,button,British,Singapore,No
2579,21087,17,3.0,webber,Australian,Singapore,No
2580,21109,18,1.0,button,British,Japan,No
2581,21110,4,2.0,alonso,Spanish,Japan,No
2582,21111,20,3.0,vettel,German,Japan,No
2583,21133,20,1.0,vettel,German,Korea,No
2584,21134,1,2.0,hamilton,British,Korea,No
2585,21135,17,3.0,webber,Australian,Korea,No
2586,21157,20,1.0,vettel,German,India,No
2587,21158,18,2.0,button,British,India,No
2588,21159,4,3.0,alonso,Spanish,India,No
2589,21181,1,1.0,hamilton,British,UAE,No
2590,21182,4,2.0,alonso,Spanish,UAE,No
2591,21183,18,3.0,button,British,UAE,No
2592,21205,17,1.0,webber,Australian,Brazil,No
2593,21206,20,2.0,vettel,German,Brazil,No
2594,21207,18,3.0,button,British,Brazil,No
2595,21229,18,1.0,button,British,Australia,No
2596,21230,20,2.0,vettel,German,Australia,No
2597,21231,1,3.0,hamilton,British,Australia,No
2598,21253,4,1.0,alonso,Spanish,Malaysia,No
2599,21254,815,2.0,perez,Mexican,Malaysia,No
2600,21255,1,3.0,hamilton,British,Malaysia,No
2601,21277,3,1.0,rosberg,German,China,No
2602,21278,18,2.0,button,British,China,No
2603,21279,1,3.0,hamilton,British,China,No
2604,21301,20,1.0,vettel,German,Bahrain,No
2605,21302,8,2.0,raikkonen,Finnish,Bahrain,No
2606,21303,154,3.0,grosjean,French,Bahrain,No
2607,21325,813,1.0,maldonado,Venezuelan,Spain,No
2608,21326,4,2.0,alonso,Spanish,Spain,Yes
2609,21327,8,3.0,raikkonen,Finnish,Spain,No
2610,21349,17,1.0,webber,Australian,Monaco,No
2611,21350,3,2.0,rosberg,German,Monaco,No
2612,21351,4,3.0,alonso,Spanish,Monaco,No
2613,21373,1,1.0,hamilton,British,Canada,No
2614,21374,154,2.0,grosjean,French,Canada,No
2615,21375,815,3.0,perez,Mexican,Canada,No
2616,21397,4,1.0,alonso,Spanish,Spain,Yes
2617,21398,8,2.0,raikkonen,Finnish,Spain,No
2618,21399,30,3.0,michael_schumacher,German,Spain,No
2619,21421,17,1.0,webber,Australian,UK,No
2620,21422,4,2.0,alonso,Spanish,UK,No
2621,21423,20,3.0,vettel,German,UK,No
2622,21445,4,1.0,alonso,Spanish,Germany,No
2623,21446,18,2.0,button,British,Germany,No
2624,21447,8,3.0,raikkonen,Finnish,Germany,No
2625,21469,1,1.0,hamilton,British,Hungary,No
2626,21470,8,2.0,raikkonen,Finnish,Hungary,No
2627,21471,154,3.0,grosjean,French,Hungary,No
2628,21493,18,1.0,button,British,Belgium,No
2629,21494,20,2.0,vettel,German,Belgium,No
2630,21495,8,3.0,raikkonen,Finnish,Belgium,No
2631,21517,1,1.0,hamilton,British,Italy,No
2632,21518,815,2.0,perez,Mexican,Italy,No
2633,21519,4,3.0,alonso,Spanish,Italy,No
2634,21541,20,1.0,vettel,German,Singapore,No
2635,21542,18,2.0,button,British,Singapore,No
2636,21543,4,3.0,alonso,Spanish,Singapore,No
2637,21565,20,1.0,vettel,German,Japan,No
2638,21566,13,2.0,massa,Brazilian,Japan,No
2639,21567,155,3.0,kobayashi,Japanese,Japan,Yes
2640,21589,20,1.0,vettel,German,Korea,No
2641,21590,17,2.0,webber,Australian,Korea,No
2642,21591,4,3.0,alonso,Spanish,Korea,No
2643,21613,20,1.0,vettel,German,India,No
2644,21614,4,2.0,alonso,Spanish,India,No
2645,21615,17,3.0,webber,Australian,India,No
2646,21637,8,1.0,raikkonen,Finnish,UAE,No
2647,21638,4,2.0,alonso,Spanish,UAE,No
2648,21639,20,3.0,vettel,German,UAE,No
2649,21661,1,1.0,hamilton,British,USA,No
2650,21662,20,2.0,vettel,German,USA,No
2651,21663,4,3.0,alonso,Spanish,USA,No
2652,21685,18,1.0,button,British,Brazil,No
2653,21686,4,2.0,alonso,Spanish,Brazil,No
2654,21687,13,3.0,massa,Brazilian,Brazil,Yes
2655,21709,8,1.0,raikkonen,Finnish,Australia,No
2656,21710,4,2.0,alonso,Spanish,Australia,No
2657,21711,20,3.0,vettel,German,Australia,No
2658,21731,20,1.0,vettel,German,Malaysia,No
2659,21732,17,2.0,webber,Australian,Malaysia,No
2660,21733,1,3.0,hamilton,British,Malaysia,No
2661,21753,4,1.0,alonso,Spanish,China,No
2662,21754,8,2.0,raikkonen,Finnish,China,No
2663,21755,1,3.0,hamilton,British,China,No
2664,21775,20,1.0,vettel,German,Bahrain,No
2665,21776,8,2.0,raikkonen,Finnish,Bahrain,No
2666,21777,154,3.0,grosjean,French,Bahrain,No
2667,21797,4,1.0,alonso,Spanish,Spain,Yes
2668,21798,8,2.0,raikkonen,Finnish,Spain,No
2669,21799,13,3.0,massa,Brazilian,Spain,No
2670,21819,3,1.0,rosberg,German,Monaco,No
2671,21820,20,2.0,vettel,German,Monaco,No
2672,21821,17,3.0,webber,Australian,Monaco,No
2673,21841,20,1.0,vettel,German,Canada,No
2674,21842,4,2.0,alonso,Spanish,Canada,No
2675,21843,1,3.0,hamilton,British,Canada,No
2676,21863,3,1.0,rosberg,German,UK,No
2677,21864,17,2.0,webber,Australian,UK,No
2678,21865,4,3.0,alonso,Spanish,UK,No
2679,21885,20,1.0,vettel,German,Germany,Yes
2680,21886,8,2.0,raikkonen,Finnish,Germany,No
2681,21887,154,3.0,grosjean,French,Germany,No
2682,21907,1,1.0,hamilton,British,Hungary,No
2683,21908,8,2.0,raikkonen,Finnish,Hungary,No
2684,21909,20,3.0,vettel,German,Hungary,No
2685,21929,20,1.0,vettel,German,Belgium,No
2686,21930,4,2.0,alonso,Spanish,Belgium,No
2687,21931,1,3.0,hamilton,British,Belgium,No
2688,21951,20,1.0,vettel,German,Italy,No
2689,21952,4,2.0,alonso,Spanish,Italy,No
2690,21953,17,3.0,webber,Australian,Italy,No
2691,21973,20,1.0,vettel,German,Singapore,No
2692,21974,4,2.0,alonso,Spanish,Singapore,No
2693,21975,8,3.0,raikkonen,Finnish,Singapore,No
2694,21995,20,1.0,vettel,German,Korea,No
2695,21996,8,2.0,raikkonen,Finnish,Korea,No
2696,21997,154,3.0,grosjean,French,Korea,No
2697,22017,20,1.0,vettel,German,Japan,No
2698,22018,17,2.0,webber,Australian,Japan,No
2699,22019,154,3.0,grosjean,French,Japan,No
2700,22039,20,1.0,vettel,German,India,No
2701,22040,3,2.0,rosberg,German,India,No
2702,22041,154,3.0,grosjean,French,India,No
2703,22061,20,1.0,vettel,German,UAE,No
2704,22062,17,2.0,webber,Australian,UAE,No
2705,22063,3,3.0,rosberg,German,UAE,No
2706,22083,20,1.0,vettel,German,USA,No
2707,22084,154,2.0,grosjean,French,USA,No
2708,22085,17,3.0,webber,Australian,USA,No
2709,22105,20,1.0,vettel,German,Brazil,No
2710,22106,17,2.0,webber,Australian,Brazil,No
2711,22107,4,3.0,alonso,Spanish,Brazil,No
2712,22127,3,1.0,rosberg,German,Australia,No
2713,22128,825,2.0,kevin_magnussen,Danish,Australia,No
2714,22129,18,3.0,button,British,Australia,No
2715,22149,1,1.0,hamilton,British,Malaysia,No
2716,22150,3,2.0,rosberg,German,Malaysia,No
2717,22151,20,3.0,vettel,German,Malaysia,No
2718,22171,1,1.0,hamilton,British,Bahrain,No
2719,22172,3,2.0,rosberg,German,Bahrain,No
2720,22173,815,3.0,perez,Mexican,Bahrain,No
2721,22193,1,1.0,hamilton,British,China,No
2722,22194,3,2.0,rosberg,German,China,No
2723,22195,4,3.0,alonso,Spanish,China,No
2724,22215,1,1.0,hamilton,British,Spain,No
2725,22216,3,2.0,rosberg,German,Spain,No
2726,22217,817,3.0,ricciardo,Australian,Spain,No
2727,22237,3,1.0,rosberg,German,Monaco,No
2728,22238,1,2.0,hamilton,British,Monaco,No
2729,22239,817,3.0,ricciardo,Australian,Monaco,No
2730,22259,817,1.0,ricciardo,Australian,Canada,No
2731,22260,3,2.0,rosberg,German,Canada,No
2732,22261,20,3.0,vettel,German,Canada,No
2733,22281,3,1.0,rosberg,German,Austria,No
2734,22282,1,2.0,hamilton,British,Austria,No
2735,22283,822,3.0,bottas,Finnish,Austria,No
2736,22303,1,1.0,hamilton,British,UK,Yes
2737,22304,822,2.0,bottas,Finnish,UK,No
2738,22305,817,3.0,ricciardo,Australian,UK,No
2739,22325,3,1.0,rosberg,German,Germany,Yes
2740,22326,822,2.0,bottas,Finnish,Germany,No
2741,22327,1,3.0,hamilton,British,Germany,No
2742,22347,817,1.0,ricciardo,Australian,Hungary,No
2743,22348,4,2.0,alonso,Spanish,Hungary,No
2744,22349,1,3.0,hamilton,British,Hungary,No
2745,22369,817,1.0,ricciardo,Australian,Belgium,No
2746,22370,3,2.0,rosberg,German,Belgium,No
2747,22371,822,3.0,bottas,Finnish,Belgium,No
2748,22391,1,1.0,hamilton,British,Italy,No
2749,22392,3,2.0,rosberg,German,Italy,No
2750,22393,13,3.0,massa,Brazilian,Italy,No
2751,22413,1,1.0,hamilton,British,Singapore,No
2752,22414,20,2.0,vettel,German,Singapore,No
2753,22415,817,3.0,ricciardo,Australian,Singapore,No
2754,22435,1,1.0,hamilton,British,Japan,No
2755,22436,3,2.0,rosberg,German,Japan,No
2756,22437,20,3.0,vettel,German,Japan,No
2757,22457,1,1.0,hamilton,British,Russia,No
2758,22458,3,2.0,rosberg,German,Russia,No
2759,22459,822,3.0,bottas,Finnish,Russia,No
2760,22478,1,1.0,hamilton,British,USA,No
2761,22479,3,2.0,rosberg,German,USA,No
2762,22480,817,3.0,ricciardo,Australian,USA,No
2763,22496,3,1.0,rosberg,German,Brazil,No
2764,22497,1,2.0,hamilton,British,Brazil,No
2765,22498,13,3.0,massa,Brazilian,Brazil,Yes
2766,22514,1,1.0,hamilton,British,UAE,No
2767,22515,13,2.0,massa,Brazilian,UAE,No
2768,22516,822,3.0,bottas,Finnish,UAE,No
2769,22534,1,1.0,hamilton,British,Australia,No
2770,22535,3,2.0,rosberg,German,Australia,No
2771,22536,20,3.0,vettel,German,Australia,No
2772,22552,20,1.0,vettel,German,Malaysia,No
2773,22553,1,2.0,hamilton,British,Malaysia,No
2774,22554,3,3.0,rosberg,German,Malaysia,No
2775,22572,1,1.0,hamilton,British,China,No
2776,22573,3,2.0,rosberg,German,China,No
2777,22574,20,3.0,vettel,German,China,No
2778,22592,1,1.0,hamilton,British,Bahrain,No
2779,22593,8,2.0,raikkonen,Finnish,Bahrain,No
2780,22594,3,3.0,rosberg,German,Bahrain,No
2781,22612,3,1.0,rosberg,German,Spain,No
2782,22613,1,2.0,hamilton,British,Spain,No
2783,22614,20,3.0,vettel,German,Spain,No
2784,22632,3,1.0,rosberg,German,Monaco,No
2785,22633,20,2.0,vettel,German,Monaco,No
2786,22634,1,3.0,hamilton,British,Monaco,No
2787,22652,1,1.0,hamilton,British,Canada,No
2788,22653,3,2.0,rosberg,German,Canada,No
2789,22654,822,3.0,bottas,Finnish,Canada,No
2790,22672,3,1.0,rosberg,German,Austria,No
2791,22673,1,2.0,hamilton,British,Austria,No
2792,22674,13,3.0,massa,Brazilian,Austria,No
2793,22692,1,1.0,hamilton,British,UK,Yes
2794,22693,3,2.0,rosberg,German,UK,No
2795,22694,20,3.0,vettel,German,UK,No
2796,22712,20,1.0,vettel,German,Hungary,No
2797,22713,826,2.0,kvyat,Russian,Hungary,No
2798,22714,817,3.0,ricciardo,Australian,Hungary,No
2799,22732,1,1.0,hamilton,British,Belgium,No
2800,22733,3,2.0,rosberg,German,Belgium,No
2801,22734,154,3.0,grosjean,French,Belgium,No
2802,22752,1,1.0,hamilton,British,Italy,No
2803,22753,20,2.0,vettel,German,Italy,No
2804,22754,13,3.0,massa,Brazilian,Italy,No
2805,22772,20,1.0,vettel,German,Singapore,No
2806,22773,817,2.0,ricciardo,Australian,Singapore,No
2807,22774,8,3.0,raikkonen,Finnish,Singapore,No
2808,22792,1,1.0,hamilton,British,Japan,No
2809,22793,3,2.0,rosberg,German,Japan,No
2810,22794,20,3.0,vettel,German,Japan,No
2811,22812,1,1.0,hamilton,British,Russia,No
2812,22813,20,2.0,vettel,German,Russia,No
2813,22814,815,3.0,perez,Mexican,Russia,No
2814,22831,1,1.0,hamilton,British,USA,No
2815,22833,3,2.0,rosberg,German,USA,No
2816,22834,20,3.0,vettel,German,USA,No
2817,22852,3,1.0,rosberg,German,Mexico,No
2818,22853,1,2.0,hamilton,British,Mexico,No
2819,22854,822,3.0,bottas,Finnish,Mexico,No
2820,22872,3,1.0,rosberg,German,Brazil,No
2821,22873,1,2.0,hamilton,British,Brazil,No
2822,22874,20,3.0,vettel,German,Brazil,No
2823,22892,3,1.0,rosberg,German,UAE,No
2824,22893,1,2.0,hamilton,British,UAE,No
2825,22894,8,3.0,raikkonen,Finnish,UAE,No
2826,22912,3,1.0,rosberg,German,Australia,No
2827,22913,1,2.0,hamilton,British,Australia,No
2828,22914,20,3.0,vettel,German,Australia,No
2829,22934,3,1.0,rosberg,German,Bahrain,No
